estdepartureairport,estarrivalairport,Hour,Date,flight_count
KCUH,KHSD,19,2018-10-18,1
KCUH,KTIK,22,2018-02-23,1
KCVB,NM49,16,2018-08-12,1
KCVB,XS25,15,2018-10-02,1
KCVB,XS79,19,2018-09-07,1
KCVN,KABQ,16,2018-02-14,7
KCVN,KDFW,22,2018-02-13,1
KCVN,KDYS,22,2018-01-31,1
KCVN,KFFZ,21,2018-12-09,1
KCVN,KL04,13,2018-11-14,1
KCVN,KTKI,19,2018-04-27,1
KCVN,NM89,15,2018-10-05,1
KCVO,KCLS,15,2018-05-03,1
KCVO,KEUG,20,2018-04-01,4
KCVO,KNUW,20,2018-05-13,1
KCVS,KABQ,00,2018-08-01,1
KCWA,1WN1,00,2018-10-18,1
KCWA,2WN7,20,2018-07-25,1
KCWA,52WI,14,2018-08-12,1
KCWA,5WN8,20,2018-09-11,1
KCWA,KARB,15,2018-10-18,1
KCWA,KAUW,23,2018-03-08,1
KCWA,KGYY,19,2018-06-11,1
KCWA,KMKE,00,2018-09-19,1
KCWC,LS40,13,2018-11-14,1
KCWC,OK66,13,2018-06-13,1
KCWI,30WI,16,2018-10-02,1
KCWI,KMSN,11,2018-02-14,1
KCWI,KPWK,16,2018-08-12,1
KCXU,GA14,17,2018-06-11,1
KCXU,KORL,16,2018-12-13,1
KCXY,1NY3,12,2018-10-05,1
KCXY,4GA9,10,2018-09-19,1
KCXY,4PS6,17,2018-11-14,1
KCXY,7IL0,19,2018-12-10,1
KCXY,K7SP,15,2018-12-09,1
KCXY,KJFK,23,2018-12-06,1
KCXY,KMDW,20,2018-11-14,1
KCXY,KRDU,15,2018-06-28,1
KCXY,KTEB,14,2018-10-05,1
KCXY,PS38,17,2018-12-24,1
KCYS,25CO,23,2018-11-14,1
KCYS,47II,13,2018-09-21,1
KCYS,KAPA,20,2018-11-14,3
KCYS,KBJC,15,2018-07-25,2
KCYS,KFMM,01,2018-06-11,1
KCYS,KFNL,14,2018-07-25,1
KCYS,KFTG,23,2018-12-09,1
KCYS,KGLD,13,2018-08-01,1
KCYS,KLAA,13,2018-02-14,1
KCYS,KOMA,22,2018-08-01,2
KCYS,KRNO,02,2018-01-13,1
KCYS,KSAC,20,2018-01-06,1
KCYS,KSLC,21,2018-05-16,1
KCYS,KSTK,13,2018-08-01,1
KCYS,WY59,01,2018-11-13,1
KD95,75MI,18,2018-11-14,1
KD95,K77G,21,2018-09-07,1
KD95,KDET,19,2018-06-11,1
KD95,KFNT,14,2018-10-05,1
KD95,KPTK,23,2018-10-03,2
KD95,KPWK,17,2018-12-09,1
KD98,KOZW,23,2018-07-27,1
KD98,MI01,16,2018-12-09,2
KD98,MI50,15,2018-10-18,1
KDAA,5VG2,20,2018-08-13,2
KDAA,KNYG,15,2018-04-28,1
KDAB,0FD0,11,2018-08-12,1
KDAB,16FD,14,2018-06-27,1
KDAB,20GA,22,2018-02-18,1
KDAB,FL97,12,2018-10-05,1
KDAB,KAKR,14,2018-02-13,1
KDAB,KBKV,15,2018-10-18,1
KDAB,KCOF,10,2018-05-16,2
KDAB,KDED,19,2018-05-03,3
KDAB,KDTS,14,2018-04-27,1
KDAB,KGNV,11,2018-04-28,1
KDAB,KHPN,21,2018-04-01,1
KDAB,KLNS,12,2018-04-26,1
KDAB,KMCF,13,2018-05-03,1
KDAB,KMDW,13,2018-10-02,1
KDAB,KOCF,11,2018-04-04,5
KDAB,KOMN,11,2018-06-11,6
KDAB,KOPF,23,2018-03-15,1
KDAB,KORL,13,2018-06-28,1
KDAB,KSFB,23,2018-01-07,1
KDAB,KTIX,23,2018-05-09,2
KDAB,KTLH,12,2018-05-03,1
KDAB,KTTS,16,2018-01-29,1
KDAB,KVNC,11,2018-04-28,1
KDAB,KWAL,12,2018-04-28,1
KDAB,KXFL,23,2018-07-01,5
KDAL,05TA,19,2018-12-13,1
KDAL,0TS2,02,2018-07-25,1
KDAL,20GA,18,2018-02-23,1
KDAL,2TS3,13,2018-10-05,3
KDAL,2XS3,22,2018-11-14,1
KDAL,34IS,16,2018-12-24,1
KDAL,3IN4,18,2018-12-11,1
KDAL,40TE,20,2018-12-11,1
KDAL,4TA4,21,2018-10-17,1
KDAL,4TX8,14,2018-12-26,1
KDAL,5CT7,12,2018-07-17,1
KDAL,69TE,19,2018-09-19,1
KDAL,69TX,18,2018-10-07,1
KDAL,71TA,20,2018-10-17,1
KDAL,7FD6,14,2018-08-12,1
KDAL,7TX7,16,2018-08-12,2
KDAL,7TX9,18,2018-09-07,1
KDAL,84TX,17,2018-10-18,1
KDAL,8TA3,21,2018-06-09,1
KDAL,94XS,21,2018-12-10,1
KDAL,97KS,15,2018-12-09,1
KDAL,97TS,22,2018-10-05,1
KDAL,CO03,22,2018-06-04,1
KDAL,EGAA,22,2018-06-10,1
KDAL,EHRD,23,2018-06-10,1
KDAL,IG03,17,2018-05-30,1
KDAL,K1L0,17,2018-10-17,1
KDAL,K2H2,20,2018-09-07,1
KDAL,K52F,22,2018-12-09,1
KDAL,K5C1,19,2018-06-12,1
KDAL,K9D9,18,2018-10-02,1
KDAL,K9X1,19,2018-10-18,1
KDAL,KABQ,12,2018-05-02,4
KDAL,KACT,23,2018-02-08,1
KDAL,KAMA,22,2018-02-22,2
KDAL,KAPA,12,2018-08-12,8
KDAL,KASE,17,2018-06-18,3
KDAL,KATL,16,2018-01-17,1
KDAL,KAUS,23,2018-02-22,4
KDAL,KAZO,21,2018-01-22,1
KDAL,KBDU,19,2018-10-17,1
KDAL,KBHM,15,2018-02-14,1
KDAL,KBJC,16,2018-12-24,1
KDAL,KBKD,21,2018-09-19,1
KDAL,KBLV,20,2018-05-15,1
KDAL,KBMQ,22,2018-08-13,1
KDAL,KBUR,21,2018-07-11,1
KDAL,KCQB,17,2018-10-05,1
KDAL,KCRQ,19,2018-01-12,1
KDAL,KDCA,21,2018-04-15,1
KDAL,KDPA,13,2018-10-18,1
KDAL,KDTO,16,2018-06-28,2
KDAL,KE30,14,2018-09-17,1
KDAL,KECP,14,2018-05-04,1
KDAL,KEDC,21,2018-07-08,3
KDAL,KF22,17,2018-02-23,1
KDAL,KFTW,23,2018-06-18,5
KDAL,KFTY,22,2018-06-13,1
KDAL,KFYV,23,2018-12-08,1
KDAL,KGLE,00,2018-06-11,1
KDAL,KGRR,00,2018-05-04,1
KDAL,KGUC,16,2018-07-14,1
KDAL,KGYR,00,2018-10-18,1
KDAL,KHFY,14,2018-09-07,1
KDAL,KHHR,21,2018-12-12,1
KDAL,KHLR,20,2018-03-15,1
KDAL,KHOB,13,2018-02-14,1
KDAL,KHOU,13,2018-06-11,14
KDAL,KHPN,20,2018-01-31,1
KDAL,KHUA,12,2018-02-14,1
KDAL,KHWD,20,2018-12-11,2
KDAL,KHWO,21,2018-01-09,1
KDAL,KHYI,14,2018-07-08,1
KDAL,KIAD,18,2018-06-28,3
KDAL,KIAH,23,2018-02-14,5
KDAL,KIWS,21,2018-10-05,3
KDAL,KJWN,19,2018-08-01,2
KDAL,KLAS,05,2018-02-14,2
KDAL,KLAX,15,2018-12-13,1
KDAL,KLBB,03,2018-10-02,5
KDAL,KLBE,13,2018-10-17,1
KDAL,KLNC,19,2018-06-27,1
KDAL,KLZZ,21,2018-05-14,1
KDAL,KMAF,02,2018-10-18,7
KDAL,KMDD,15,2018-08-12,1
KDAL,KMDW,22,2018-02-13,1
KDAL,KMFE,01,2018-11-14,2
KDAL,KMGE,17,2018-07-25,1
KDAL,KMIA,17,2018-08-12,1
KDAL,KOKC,23,2018-05-16,3
KDAL,KOMA,11,2018-05-03,1
KDAL,KOPF,21,2018-09-21,1
KDAL,KORL,19,2018-04-26,1
KDAL,KPEQ,03,2018-02-23,1
KDAL,KPHX,00,2018-10-18,1
KDAL,KPPO,03,2018-12-26,1
KDAL,KPRX,21,2018-01-31,1
KDAL,KPTK,21,2018-02-14,1
KDAL,KPWA,03,2018-06-11,4
KDAL,KPWK,19,2018-05-03,1
KDAL,KRBD,19,2018-12-09,3
KDAL,KRDU,14,2018-12-11,1
KDAL,KRKR,02,2018-02-14,1
KDAL,KRND,13,2018-11-14,2
KDAL,KROG,22,2018-12-24,4
KDAL,KRPH,19,2018-11-14,2
KDAL,KRQO,22,2018-10-05,1
KDAL,KRVS,23,2018-05-02,2
KDAL,KSAF,22,2018-02-22,3
KDAL,KSAT,22,2018-05-27,5
KDAL,KSBA,18,2018-05-03,1
KDAL,KSDL,13,2018-05-03,1
KDAL,KSFO,18,2018-01-28,3
KDAL,KSGR,18,2018-08-13,3
KDAL,KSJC,18,2018-06-28,1
KDAL,KSLC,17,2018-04-15,3
KDAL,KSUS,22,2018-01-10,1
KDAL,KT27,15,2018-08-12,1
KDAL,KTEB,17,2018-09-11,3
KDAL,KTKI,22,2018-10-17,2
KDAL,KTYR,22,2018-11-14,1
KDAL,KU42,13,2018-12-26,1
KDAL,KUTS,23,2018-12-21,1
KDAL,KVBT,14,2018-10-02,1
KDAL,KVNY,20,2018-06-28,3
KDAL,MA43,19,2018-08-17,1
KDAL,MD43,21,2018-10-04,1
KDAL,MO49,22,2018-12-11,1
KDAL,NJ25,14,2018-11-11,1
KDAL,OK49,12,2018-09-07,1
KDAL,OK59,23,2018-11-13,1
KDAL,TA25,20,2018-12-13,1
KDAL,TA37,01,2018-12-24,1
KDAL,TA61,20,2018-10-05,1
KDAL,TE85,19,2018-08-01,1
KDAL,TS87,17,2018-08-13,1
KDAL,TX00,03,2018-12-13,1
KDAL,TX05,01,2018-06-11,1
KDAL,TX21,17,2018-09-06,1
KDAL,TX25,13,2018-12-11,1
KDAL,TX70,15,2018-12-03,1
KDAL,VA44,16,2018-09-12,1
KDAL,XA17,22,2018-10-18,1
KDAL,XA52,16,2018-10-17,1
KDAL,XS89,19,2018-06-11,2
KDAW,K3B4,19,2018-12-09,1
KDAW,KIZG,12,2018-02-23,1
KDAW,KPSM,15,2018-04-28,1
KDAW,LOWW,15,2018-05-29,1
KDBQ,15IA,18,2018-09-07,1
KDBQ,77LL,21,2018-11-14,1
KDBQ,CYKF,13,2018-07-05,1
KDBQ,IA54,19,2018-08-01,3
KDBQ,IA68,18,2018-12-11,1
KDBQ,II05,13,2018-07-06,1
KDBQ,KBWI,11,2018-06-12,1
KDBQ,KDPA,14,2018-05-03,1
KDBQ,KFCM,12,2018-02-14,2
KDBQ,KGRB,14,2018-12-09,1
KDBQ,KLBB,12,2018-01-29,1
KDBQ,KMDW,15,2018-02-23,1
KDBQ,KMSN,21,2018-09-07,2
KDBQ,KORD,19,2018-02-14,2
KDBQ,KPVB,13,2018-09-07,1
KDBQ,KSDL,12,2018-02-14,1
KDBQ,KSGR,19,2018-02-22,1
KDBQ,KUES,23,2018-09-21,1
KDBQ,WI81,20,2018-09-07,1
KDCA,44NC,17,2018-09-21,1
KDCA,CYOW,22,2018-09-20,1
KDCA,KHEF,16,2018-09-07,1
KDCA,KHPN,01,2018-09-07,2
KDCA,KLGA,20,2018-12-09,1
KDCA,KMBS,22,2018-02-23,1
KDCA,KMMU,22,2018-08-01,2
KDCA,KSUS,12,2018-07-25,1
KDCA,KT67,13,2018-09-19,1
KDCA,KTEB,02,2018-01-12,1
KDCA,NC05,22,2018-11-13,1
KDCA,NJ81,11,2018-06-12,1
KDCU,AL72,16,2018-08-01,1
KDCU,KDWH,16,2018-10-05,1
KDCU,KFYM,18,2018-12-24,1
KDCU,KJWN,22,2018-08-12,1
KDCU,KMDQ,20,2018-12-09,1
KDCU,KMSL,18,2018-09-07,1
KDCY,05IN,11,2018-09-19,1
KDCY,K1H3,11,2018-08-12,1
KDDC,K19S,20,2018-08-01,1
KDDC,KCOS,21,2018-05-08,1
KDDC,KEHA,14,2018-09-20,1
KDDC,KHYS,11,2018-05-15,1
KDDC,KLBB,21,2018-02-23,1
KDDC,KLBL,19,2018-02-14,1
KDDC,KMKC,22,2018-08-01,1
KDDC,KSKF,22,2018-04-26,1
KDED,31FL,20,2018-10-17,1
KDED,FA38,12,2018-08-12,1
KDED,FL47,23,2018-06-11,1
KDED,GA25,13,2018-06-11,1
KDED,KAVO,12,2018-04-28,1
KDED,KBOW,12,2018-06-12,1
KDED,KDAB,22,2018-06-27,1
KDED,KGIF,23,2018-02-23,1
KDED,KLEE,17,2018-04-28,1
KDED,KOCF,12,2018-01-31,3
KDED,KORL,22,2018-02-23,2
KDED,KSFB,23,2018-01-30,2
KDED,KX21,14,2018-06-18,1
KDED,KZPH,15,2018-02-23,1
KDEN,1AZ2,15,2018-12-11,1
KDEN,CO86,01,2018-12-08,1
KDEN,K24N,16,2018-07-11,1
KDEN,KFNL,20,2018-04-28,1
KDEN,KFTG,22,2018-01-31,1
KDEN,KGWS,21,2018-07-05,1
KDEN,KGXY,21,2018-12-11,2
KDEN,KHOU,22,2018-05-15,1
KDEN,KMCO,21,2018-11-11,1
KDEN,KMOT,22,2018-07-27,1
KDEN,KOMA,21,2018-10-18,1
KDEN,KPHX,15,2018-12-09,1
KDEN,KTEX,22,2018-02-18,1
KDEN,KUGN,20,2018-12-09,1
KDEN,SN97,19,2018-08-12,1
KDET,03NY,19,2018-08-01,1
KDET,5IN6,20,2018-12-09,1
KDET,KANE,16,2018-12-09,1
KDET,KBED,19,2018-01-29,1
KDET,KBFI,18,2018-12-09,1
KDET,KGCK,20,2018-12-06,1
KDET,KHPN,17,2018-05-04,2
KDET,KPIT,14,2018-02-14,1
KDET,KPTK,23,2018-05-15,4
KDET,KTEB,14,2018-10-18,2
KDET,KUES,21,2018-08-01,1
KDET,KVLL,20,2018-11-14,1
KDET,MI33,12,2018-09-07,1
KDET,TE24,12,2018-10-02,1
KDET,WN03,01,2018-11-14,1
KDFW,00KS,21,2018-10-17,1
KDFW,83MU,18,2018-10-18,2
KDFW,FD35,18,2018-10-18,1
KDFW,IN85,21,2018-05-30,1
KDFW,K8F5,18,2018-07-05,1
KDFW,KBJC,19,2018-07-25,1
KDFW,KBMQ,23,2018-03-14,1
KDFW,KBNA,11,2018-06-18,2
KDFW,KCFD,23,2018-04-20,1
KDFW,KCVN,20,2018-05-03,1
KDFW,KDAL,17,2018-10-17,1
KDFW,KHFJ,21,2018-10-17,2
KDFW,KMAF,23,2018-10-16,1
KDFW,KMGE,01,2018-12-13,1
KDFW,KMQS,21,2018-03-06,1
KDFW,KPHX,15,2018-05-03,1
KDFW,KPWA,21,2018-05-15,1
KDFW,KPWK,22,2018-03-15,1
KDFW,KRND,15,2018-12-09,1
KDFW,KSAT,18,2018-11-14,1
KDFW,KSDL,20,2018-05-03,1
KDFW,KSFO,12,2018-09-11,1
KDFW,KSPS,11,2018-05-16,1
KDFW,KSUS,15,2018-02-23,1
KDFW,KTIK,20,2018-08-12,1
KDFW,KTYR,13,2018-01-31,1
KDFW,KU42,21,2018-12-26,1
KDFW,KUGN,21,2018-12-11,1
KDFW,MU41,00,2018-10-18,2
KDFW,OK42,00,2018-12-13,1
KDFW,TX05,14,2018-08-13,1
KDFW,XS70,23,2018-07-10,1
KDHN,79GA,14,2018-07-25,1
KDHN,K0J6,13,2018-06-28,1
KDHN,K11A,19,2018-09-17,1
KDHN,KBHM,23,2018-02-05,2
KDHN,KBIJ,12,2018-09-19,1
KDHN,KDED,21,2018-02-05,1
KDHN,KFTW,00,2018-01-31,1
KDHN,KIAH,11,2018-05-03,1
KDHN,KMGE,13,2018-04-26,1
KDHN,KTLH,13,2018-08-01,1
KDHT,4OK5,15,2018-10-05,1
KDHT,KAMA,14,2018-04-27,2
KDHT,KBJC,21,2018-08-17,2
KDHT,KEDC,19,2018-05-03,1
KDHT,KLBB,22,2018-01-31,1
KDHT,KLBL,15,2018-09-07,1
KDHT,KLOT,18,2018-04-11,1
KDHT,KMDW,16,2018-08-13,1
KDHT,KMYF,17,2018-06-27,1
KDHT,NM29,19,2018-07-30,1
KDHT,TA13,23,2018-06-02,1
KDKK,KBED,14,2018-02-14,1
KDKR,KTME,23,2018-07-14,1
KDLL,52WI,15,2018-11-14,1
KDLL,K82C,20,2018-12-09,1
KDLL,KAPA,18,2018-07-25,1
KDLL,KBUU,23,2018-01-31,1
KDLL,KC29,20,2018-07-25,1
KDLL,KISW,21,2018-12-09,1
KDLL,KMSN,23,2018-11-10,1
KDLL,KSTP,22,2018-04-29,1
KDLL,KUES,02,2018-08-12,1
KDLL,KWBW,12,2018-12-13,1
KDLL,KX43,16,2018-07-25,1
KDLL,KY72,16,2018-01-31,1
KDLL,PA71,17,2018-11-15,1
KDLL,WN86,05,2018-10-05,1
KDLL,WS20,19,2018-12-09,1
KDLS,KRYY,17,2018-02-11,1
KDLZ,09NC,18,2018-10-05,1
KDLZ,75OI,15,2018-07-08,1
KDLZ,79OH,19,2018-12-09,1
KDLZ,7OH3,16,2018-08-12,1
KDLZ,OH93,21,2018-06-18,1
KDMA,KTUS,23,2018-05-03,1
KDMN,KCMA,21,2018-03-15,1
KDMN,KSMO,21,2018-10-17,1
KDMN,KSVC,20,2018-11-20,1
KDMN,KTCS,18,2018-01-10,1
KDMN,NM26,16,2018-12-09,1
KDMW,K3C8,14,2018-08-12,1
KDMW,KABE,14,2018-06-12,1
KDMW,KFDK,13,2018-08-12,1
KDMW,KGAI,00,2018-06-09,1
KDMW,KJYO,14,2018-06-28,1
KDNS,KSUS,20,2018-11-14,1
KDNV,7IS5,19,2018-10-18,1
KDNV,KLAF,23,2018-04-30,1
KDNV,KUMP,23,2018-02-18,1
KDOV,KILG,23,2018-05-03,2
KDOV,KORF,16,2018-04-28,1
KDOV,KOWD,20,2018-05-16,1
KDOV,KPNE,18,2018-08-12,1
KDOV,KSWF,17,2018-04-28,1
KDPA,0IL8,18,2018-07-08,2
KDPA,0IL9,15,2018-08-01,1
KDPA,1WI6,19,2018-09-07,1
KDPA,2LL9,16,2018-12-09,1
KDPA,33OH,20,2018-06-18,1
KDPA,3IN3,13,2018-08-12,1
KDPA,49IL,15,2018-08-12,1
KDPA,4LL8,22,2018-10-18,2
KDPA,4MI6,23,2018-07-25,1
KDPA,4WI2,13,2018-06-22,1
KDPA,59IL,23,2018-07-05,5
KDPA,6IN6,18,2018-09-07,1
KDPA,7IL7,18,2018-12-11,1
KDPA,88LL,14,2018-08-12,1
KDPA,99II,22,2018-06-13,1
KDPA,9IS5,15,2018-08-01,1
KDPA,IL93,13,2018-06-18,2
KDPA,IN84,00,2018-10-05,1
KDPA,IS63,22,2018-11-14,2
KDPA,K02G,20,2018-10-10,1
KDPA,K3CK,23,2018-09-20,1
KDPA,K43A,17,2018-10-17,1
KDPA,K8A6,19,2018-11-15,1
KDPA,K8C4,16,2018-08-01,1
KDPA,KARR,18,2018-08-01,1
KDPA,KBMG,18,2018-03-12,1
KDPA,KBNA,13,2018-05-16,2
KDPA,KBUU,23,2018-02-14,2
KDPA,KCMH,22,2018-04-28,1
KDPA,KCMI,14,2018-04-27,1
KDPA,KCOT,13,2018-02-23,1
KDPA,KDAL,12,2018-06-18,1
KDPA,KDKB,23,2018-11-13,1
KDPA,KDTO,17,2018-01-31,1
KDPA,KENW,17,2018-05-03,2
KDPA,KFCM,14,2018-05-03,2
KDPA,KFME,10,2018-06-12,1
KDPA,KFWC,22,2018-11-11,1
KDPA,KGTG,12,2018-11-15,1
KDPA,KHHR,18,2018-02-14,1
KDPA,KIGQ,23,2018-02-25,2
KDPA,KJOT,14,2018-07-25,1
KDPA,KJVL,13,2018-12-09,1
KDPA,KLAL,23,2018-10-04,1
KDPA,KLOT,12,2018-10-02,2
KDPA,KLSE,15,2018-11-14,1
KDPA,KMDW,21,2018-12-24,4
KDPA,KMEY,16,2018-10-10,1
KDPA,KMKE,17,2018-04-27,1
KDPA,KMMU,02,2018-01-31,1
KDPA,KMSN,23,2018-06-11,4
KDPA,KOFF,18,2018-09-07,1
KDPA,KORD,15,2018-12-24,2
KDPA,KPHL,22,2018-05-30,1
KDPA,KPWK,13,2018-05-15,4
KDPA,KRAC,18,2018-04-01,1
KDPA,KRFD,16,2018-04-28,1
KDPA,KROG,18,2018-09-07,1
KDPA,KS50,21,2018-08-12,1
KDPA,KSCX,19,2018-06-04,1
KDPA,KSJC,14,2018-02-23,1
KDPA,KSNS,17,2018-02-11,1
KDPA,KSUS,18,2018-08-12,3
KDPA,KTIP,12,2018-08-01,1
KDPA,KTOL,15,2018-04-28,1
KDPA,KTYQ,22,2018-11-14,1
KDPA,KUES,20,2018-07-25,1
KDPA,LL39,16,2018-11-14,1
KDPA,LL53,21,2018-12-09,1
KDPA,LL66,13,2018-08-12,1
KDPA,MA52,15,2018-08-12,1
KDPA,MD46,17,2018-06-12,1
KDPA,WI71,17,2018-08-12,1
KDPA,WI89,18,2018-10-18,1
KDTO,07TS,22,2018-12-11,1
KDTO,0TX8,23,2018-06-11,1
KDTO,14TE,16,2018-07-22,1
KDTO,2TS0,14,2018-11-14,1
KDTO,40TE,17,2018-10-02,2
KDTO,41TX,13,2018-12-24,1
KDTO,4TX8,19,2018-06-11,4
KDTO,66OK,15,2018-06-18,1
KDTO,69TE,15,2018-09-07,1
KDTO,95TS,00,2018-11-14,1
KDTO,K0F2,15,2018-10-02,2
KDTO,K3R9,18,2018-04-28,1
KDTO,K4O4,15,2018-10-05,1
KDTO,K52F,18,2018-10-18,3
KDTO,K7V9,15,2018-12-11,1
KDTO,KADS,11,2018-10-18,4
KDTO,KAEG,12,2018-09-07,1
KDTO,KAFJ,21,2018-07-01,1
KDTO,KAFW,15,2018-01-29,5
KDTO,KAMA,18,2018-01-29,1
KDTO,KBKD,20,2018-02-14,1
KDTO,KCLL,21,2018-10-18,2
KDTO,KCXO,21,2018-04-27,1
KDTO,KDAL,12,2018-05-03,4
KDTO,KFTW,19,2018-05-14,1
KDTO,KGKY,19,2018-02-14,1
KDTO,KGLE,02,2018-08-01,1
KDTO,KHHF,14,2018-06-11,1
KDTO,KHQZ,20,2018-06-12,1
KDTO,KHYI,17,2018-10-05,2
KDTO,KLZZ,23,2018-05-09,1
KDTO,KMWL,23,2018-06-30,2
KDTO,KOKM,13,2018-04-11,1
KDTO,KONY,13,2018-09-19,1
KDTO,KPRX,13,2018-06-12,1
KDTO,KSAT,16,2018-01-31,1
KDTO,KSDL,20,2018-09-19,1
KDTO,KSUS,22,2018-01-09,1
KDTO,KT27,01,2018-10-05,1
KDTO,KT31,17,2018-09-19,1
KDTO,KT67,22,2018-10-02,1
KDTO,KTKI,12,2018-10-05,2
KDTO,KTUL,15,2018-05-08,1
KDTO,OK49,12,2018-06-28,1
KDTO,OL23,22,2018-11-15,1
KDTO,PN66,22,2018-10-01,1
KDTO,TA02,02,2018-06-27,1
KDTO,TA06,13,2018-12-24,1
KDTO,TA77,05,2018-10-05,1
KDTO,TA87,02,2018-06-11,1
KDTO,TS54,18,2018-12-24,1
KDTO,TS87,17,2018-06-18,1
KDTO,TX15,22,2018-10-05,1
KDTO,TX24,16,2018-10-05,1
KDTO,TX96,14,2018-06-28,1
KDTO,XA00,20,2018-06-28,1
KDTO,XA65,23,2018-12-24,1
KDTO,XA78,19,2018-06-28,1
KDTS,CRAI,21,2018-06-27,1
KDTS,KFXE,01,2018-10-18,1
KDTS,KJGG,09,2018-05-08,1
KDTS,KMVC,12,2018-10-18,1
KDTS,KVQQ,02,2018-02-23,1
KDTS,NM03,14,2018-08-01,1
KDTW,14MI,17,2018-06-11,1
KDTW,6LL1,21,2018-10-05,1
KDTW,CYYZ,12,2018-05-03,1
KDTW,KBOS,10,2018-09-07,1
KDTW,KIND,12,2018-01-29,1
KDTW,KMDW,18,2018-10-05,1
KDTW,KTEB,22,2018-02-22,5
KDTW,MA52,15,2018-10-02,1
KDTW,OH74,14,2018-08-13,1
KDUA,2XS4,14,2018-06-11,2
KDUA,43TS,13,2018-08-01,1
KDUA,45TX,01,2018-06-11,1
KDUA,98TS,20,2018-11-14,1
KDUA,KADS,16,2018-06-09,2
KDUA,KF31,20,2018-11-14,2
KDUA,KOUN,15,2018-08-01,1
KDUA,KPRX,22,2018-08-01,1
KDUA,KSEP,16,2018-11-14,1
KDUA,OK90,22,2018-11-14,4
KDUA,TX12,15,2018-08-01,1
KDUC,KMAF,18,2018-02-23,1
KDUJ,0PS4,20,2018-12-26,1
KDUJ,2MD8,17,2018-10-03,1
KDUJ,92PA,18,2018-12-09,1
KDUJ,KBMG,22,2018-12-06,1
KDUJ,KBWI,22,2018-04-20,1
KDUJ,KJHW,17,2018-01-31,1
KDUJ,KLAN,18,2018-01-31,1
KDUX,2MO1,19,2018-07-14,1
KDUX,98KS,23,2018-12-10,1
KDUX,KDAL,19,2018-07-08,1
KDUX,KFFZ,21,2018-12-11,1
KDUX,KIBM,19,2018-05-21,1
KDUX,KJWN,18,2018-10-02,1
KDUX,KSEP,15,2018-10-02,1
KDUX,KTUS,10,2018-09-07,1
KDUX,NM29,15,2018-11-15,1
KDUX,XA48,22,2018-10-01,1
KDVN,KFCM,11,2018-08-01,1
KDVN,KMSN,13,2018-08-01,1
KDVO,4CA2,17,2018-08-12,1
KDVO,CL74,18,2018-06-18,1
KDVO,CL77,19,2018-10-18,1
KDVO,CN42,13,2018-07-22,1
KDVO,K1O2,23,2018-11-13,1
KDVO,KAPC,00,2018-04-01,4
KDVO,KAUN,18,2018-09-21,2
KDVO,KBFI,22,2018-09-06,1
KDVO,KBLU,00,2018-12-08,1
KDVO,KBNG,00,2018-01-13,1
KDVO,KCCR,14,2018-09-07,3
KDVO,KCOS,20,2018-10-05,1
KDVO,KEDU,00,2018-10-18,1
KDVO,KFNL,18,2018-12-11,1
KDVO,KHWD,23,2018-05-03,1
KDVO,KLGB,19,2018-06-28,1
KDVO,KLVK,16,2018-02-14,2
KDVO,KMCC,20,2018-07-08,1
KDVO,KO69,02,2018-10-17,2
KDVO,KOAK,19,2018-05-15,2
KDVO,KPAO,23,2018-10-10,1
KDVO,KPSP,21,2018-04-20,3
KDVO,KRBL,15,2018-05-03,1
KDVO,KRIU,20,2018-02-23,1
KDVO,KRNO,23,2018-03-14,1
KDVO,KSBP,22,2018-02-23,1
KDVO,KSFO,19,2018-01-29,1
KDVO,KSJC,05,2018-01-31,1
KDVO,KSQL,00,2018-01-29,3
KDVO,KSTS,20,2018-01-29,5
KDVO,KTOA,22,2018-02-23,1
KDVO,KTRK,22,2018-07-01,9
KDVO,KTVL,01,2018-01-29,1
KDVO,KWLW,18,2018-12-11,1
KDVO,KWVI,19,2018-05-15,1
KDVO,MMES,17,2018-11-14,1
KDVT,00AZ,16,2018-08-12,5
KDVT,13AZ,02,2018-10-18,2
KDVT,16AZ,13,2018-06-04,3
KDVT,18AZ,13,2018-08-12,18
KDVT,19AZ,20,2018-09-21,4
KDVT,26AZ,22,2018-06-04,5
KDVT,2AZ7,13,2018-08-12,36
KDVT,34AZ,14,2018-09-07,1
KDVT,42AZ,14,2018-08-12,11
KDVT,47XS,12,2018-06-28,1
KDVT,58AZ,01,2018-09-15,5
KDVT,5KS2,13,2018-11-14,1
KDVT,60AZ,15,2018-11-10,1
KDVT,AZ21,17,2018-12-08,1
KDVT,AZ28,19,2018-12-13,3
KDVT,AZ57,06,2018-07-22,1
KDVT,AZ60,17,2018-10-18,1
KDVT,AZ64,14,2018-11-14,2
KDVT,AZ85,15,2018-10-18,1
KDVT,K40G,15,2018-12-24,1
KDVT,KA39,23,2018-03-21,5
KDVT,KABQ,20,2018-05-03,1
KDVT,KAEG,15,2018-12-13,2
KDVT,KAPA,21,2018-01-28,2
KDVT,KBIF,15,2018-12-09,1
KDVT,KBXK,14,2018-01-29,13
KDVT,KCGZ,00,2018-01-31,3
KDVT,KCHD,22,2018-05-15,8
KDVT,KCNO,16,2018-04-28,1
KDVT,KCOS,01,2018-01-31,1
KDVT,KCRQ,02,2018-04-28,1
KDVT,KDHT,13,2018-05-03,1
