estdepartureairport,estarrivalairport,Hour,Date,flight_count
KLAF,78II,22,2018-09-20,1
KLAF,83IN,23,2018-11-13,2
KLAF,91IN,17,2018-12-09,1
KLAF,9IS2,15,2018-07-08,1
KLAF,IG03,18,2018-12-13,1
KLAF,II08,14,2018-12-26,1
KLAF,II15,13,2018-08-12,1
KLAF,IN10,19,2018-11-14,1
KLAF,IN33,20,2018-10-05,1
KLAF,KASW,05,2018-02-08,1
KLAF,KBFR,22,2018-09-20,1
KLAF,KBMG,14,2018-10-18,4
KLAF,KCFJ,14,2018-06-18,3
KLAF,KCMH,19,2018-02-23,1
KLAF,KCMI,15,2018-03-12,1
KLAF,KDNV,20,2018-12-11,1
KLAF,KEYE,18,2018-12-09,1
KLAF,KFKR,19,2018-06-11,1
KLAF,KGUS,19,2018-10-18,2
KLAF,KHUF,10,2018-08-13,2
KLAF,KIKK,00,2018-10-05,1
KLAF,KM01,17,2018-10-02,1
KLAF,KMCX,17,2018-08-12,3
KLAF,KMEY,21,2018-12-03,1
KLAF,KMIE,22,2018-12-11,2
KLAF,KUMP,23,2018-02-13,3
KLAF,KY51,15,2018-12-09,1
KLAF,OH17,20,2018-10-05,1
KLAF,WS81,16,2018-09-16,1
KLAL,1AL4,21,2018-12-03,1
KLAL,20GA,14,2018-02-23,1
KLAL,23FL,20,2018-12-09,1
KLAL,FA08,23,2018-02-25,1
KLAL,FL01,16,2018-11-14,1
KLAL,GA25,17,2018-10-05,1
KLAL,KABY,16,2018-02-14,1
KLAL,KBCT,00,2018-04-28,1
KLAL,KBOW,15,2018-02-23,1
KLAL,KCHN,13,2018-04-04,3
KLAL,KCTY,16,2018-01-29,1
KLAL,KFLL,20,2018-05-03,2
KLAL,KFTY,14,2018-02-23,2
KLAL,KGIF,17,2018-01-31,1
KLAL,KMCO,00,2018-05-16,1
KLAL,KOCF,16,2018-05-04,1
KLAL,KORL,17,2018-10-02,2
KLAL,KPHL,16,2018-01-31,1
KLAL,KRSW,12,2018-04-28,1
KLAL,KRYY,18,2018-04-27,1
KLAL,KSGJ,22,2018-04-04,1
KLAL,KTLH,18,2018-11-14,3
KLAL,KTNT,01,2018-12-09,1
KLAL,KTPF,23,2018-02-18,1
KLAL,KZPH,20,2018-04-01,1
KLAM,KABQ,12,2018-04-28,1
KLAM,KAPA,23,2018-01-28,1
KLAM,KBTF,17,2018-09-06,1
KLAM,KMTJ,18,2018-09-19,1
KLAM,KSAF,18,2018-05-08,1
KLAN,69MI,20,2018-06-28,1
KLAN,7MI7,12,2018-07-08,1
KLAN,KAUW,00,2018-12-09,1
KLAN,KGVQ,16,2018-09-11,1
KLAN,KINT,12,2018-01-31,1
KLAN,KLNS,11,2018-05-03,1
KLAN,KMDW,11,2018-10-17,2
KLAN,KOEB,15,2018-05-03,1
KLAN,KOZW,23,2018-12-08,1
KLAN,KPTK,02,2018-01-29,1
KLAN,KTEB,19,2018-09-07,1
KLAN,OH74,19,2018-12-11,1
KLAR,K00V,17,2018-10-02,1
KLAR,KBJC,17,2018-08-01,1
KLAR,KFNL,03,2018-04-28,1
KLAR,KLMO,16,2018-08-12,2
KLAR,KMIC,19,2018-09-15,1
KLAR,OK49,17,2018-08-12,1
KLAR,WY29,13,2018-10-02,1
KLAS,02XS,17,2018-12-09,1
KLAS,18AZ,23,2018-03-15,1
KLAS,1AZ2,16,2018-10-02,2
KLAS,9CL4,01,2018-12-06,1
KLAS,CYBL,17,2018-08-01,1
KLAS,KA34,22,2018-07-11,1
KLAS,KADS,17,2018-05-04,1
KLAS,KAPA,15,2018-06-12,3
KLAS,KAPC,04,2018-01-12,2
KLAS,KASE,19,2018-01-05,1
KLAS,KAUS,17,2018-01-31,1
KLAS,KBJC,13,2018-12-26,1
KLAS,KBOS,18,2018-07-25,1
KLAS,KBTF,19,2018-10-17,1
KLAS,KBUR,23,2018-11-15,9
KLAS,KCLE,16,2018-05-14,1
KLAS,KCMA,23,2018-11-28,1
KLAS,KCPM,18,2018-12-26,1
KLAS,KCRQ,11,2018-06-09,1
KLAS,KDAL,19,2018-10-05,2
KLAS,KDVT,22,2018-02-06,1
KLAS,KEFD,21,2018-04-15,1
KLAS,KEWR,00,2018-11-14,1
KLAS,KFLD,01,2018-05-03,1
KLAS,KFNL,19,2018-04-26,1
KLAS,KFTY,20,2018-05-03,1
KLAS,KGWS,22,2018-07-01,1
KLAS,KHHR,23,2018-05-21,10
KLAS,KHLG,18,2018-11-11,1
KLAS,KHOU,21,2018-01-20,1
KLAS,KHPN,17,2018-07-08,1
KLAS,KHWD,22,2018-04-30,3
KLAS,KHYI,14,2018-01-31,1
KLAS,KIAH,16,2018-04-26,1
KLAS,KIWA,22,2018-04-06,2
KLAS,KJVL,21,2018-12-03,2
KLAS,KL70,22,2018-09-16,1
KLAS,KL71,22,2018-12-26,1
KLAS,KLAX,22,2018-08-12,8
KLAS,KLGA,05,2018-05-04,1
KLAS,KLGB,21,2018-05-04,2
KLAS,KLVK,15,2018-05-15,1
KLAS,KMAF,22,2018-10-17,2
KLAS,KMDD,18,2018-12-09,1
KLAS,KMDW,18,2018-05-03,1
KLAS,KMFR,17,2018-10-18,1
KLAS,KMRY,14,2018-11-14,1
KLAS,KMYF,01,2018-12-11,1
KLAS,KO69,23,2018-12-08,1
KLAS,KOAK,20,2018-08-12,5
KLAS,KOAR,02,2018-12-13,1
KLAS,KOKC,18,2018-12-09,1
KLAS,KOMA,17,2018-12-10,3
KLAS,KORL,20,2018-10-26,2
KLAS,KOXR,22,2018-05-13,3
KLAS,KPHL,02,2018-07-08,1
KLAS,KPHX,22,2018-12-21,5
KLAS,KPMD,19,2018-06-13,1
KLAS,KPVU,04,2018-04-01,2
KLAS,KRDG,20,2018-05-16,1
KLAS,KRHV,02,2018-01-29,1
KLAS,KRIL,15,2018-09-07,1
KLAS,KRIR,19,2018-12-24,5
KLAS,KRNO,18,2018-02-02,8
KLAS,KSAN,23,2018-05-13,4
KLAS,KSAT,20,2018-06-11,2
KLAS,KSBA,21,2018-05-15,3
KLAS,KSBD,19,2018-02-23,1
KLAS,KSBN,18,2018-04-06,1
KLAS,KSBP,19,2018-12-09,2
KLAS,KSDL,02,2018-01-29,12
KLAS,KSFF,20,2018-04-04,2
KLAS,KSFO,22,2018-03-11,1
KLAS,KSJC,22,2018-04-30,8
KLAS,KSLC,22,2018-02-08,12
KLAS,KSNA,18,2018-08-12,11
KLAS,KSPZ,15,2018-12-06,1
KLAS,KSTL,21,2018-03-11,1
KLAS,KSTP,21,2018-04-11,1
KLAS,KT85,17,2018-12-10,1
KLAS,KTEB,20,2018-06-27,3
KLAS,KTPA,20,2018-04-06,1
KLAS,KTUS,16,2018-09-19,1
KLAS,KU42,22,2018-06-26,1
KLAS,KVNY,23,2018-01-05,20
KLAS,KWHP,19,2018-08-12,4
KLAS,MD46,21,2018-08-11,1
KLAS,OA16,16,2018-12-11,1
KLAS,TE85,20,2018-07-08,1
KLAS,TX82,15,2018-08-12,1
KLAX,02CL,03,2018-05-29,3
KLAX,23CN,22,2018-12-06,1
KLAX,58CL,21,2018-12-09,1
KLAX,9CA0,17,2018-05-29,1
KLAX,CA17,23,2018-12-03,1
KLAX,CL46,17,2018-06-04,1
KLAX,CO03,19,2018-07-10,1
KLAX,EGKB,03,2018-12-24,1
KLAX,KAPA,19,2018-12-13,2
KLAX,KAPC,16,2018-04-28,1
KLAX,KBFI,04,2018-11-14,1
KLAX,KBUR,20,2018-12-13,2
KLAX,KCMA,22,2018-08-13,1
KLAX,KCRQ,02,2018-06-09,2
KLAX,KDAL,20,2018-05-15,4
KLAX,KDWH,22,2018-04-27,1
KLAX,KE98,20,2018-09-16,1
KLAX,KEUG,03,2018-10-05,1
KLAX,KEYE,23,2018-06-27,1
KLAX,KHND,18,2018-12-11,1
KLAX,KHPN,07,2018-11-14,1
KLAX,KIAD,23,2018-02-13,2
KLAX,KIAH,21,2018-04-11,1
KLAX,KIPL,05,2018-12-24,5
KLAX,KLAS,17,2018-08-12,20
KLAX,KLGB,18,2018-09-07,5
KLAX,KMDW,16,2018-08-12,1
KLAX,KMMU,04,2018-04-28,2
KLAX,KMRY,13,2018-08-12,1
KLAX,KMYF,21,2018-10-02,2
KLAX,KNUQ,00,2018-10-17,1
KLAX,KONT,15,2018-08-13,1
KLAX,KP19,00,2018-12-09,1
KLAX,KPMD,23,2018-05-21,34
KLAX,KPOU,19,2018-01-19,1
KLAX,KPSP,23,2018-11-28,2
KLAX,KPTK,04,2018-10-18,1
KLAX,KPVU,03,2018-04-26,1
KLAX,KRIL,00,2018-01-20,1
KLAX,KRNM,05,2018-04-16,1
KLAX,KRNO,18,2018-11-14,1
KLAX,KSDL,22,2018-11-14,2
KLAX,KSEE,18,2018-08-13,1
KLAX,KSFO,02,2018-02-23,2
KLAX,KSJC,19,2018-10-02,1
KLAX,KSLC,16,2018-12-21,1
KLAX,KTEB,19,2018-04-27,1
KLAX,KU42,20,2018-09-07,1
KLAX,KVNY,00,2018-12-13,1
KLAX,ME33,16,2018-08-12,1
KLAX,MMSD,19,2018-07-08,1
KLAX,YSSY,03,2018-05-03,1
KLBB,1TE0,00,2018-10-05,1
KLBB,1TE5,15,2018-06-27,1
KLBB,2TE2,15,2018-12-09,1
KLBB,75TE,12,2018-10-05,1
KLBB,7TX0,22,2018-11-14,1
KLBB,K1L0,18,2018-10-05,1
KLBB,K56F,17,2018-10-05,1
KLBB,KABQ,10,2018-03-14,3
KLBB,KACT,23,2018-09-21,1
KLBB,KAMA,23,2018-03-21,2
KLBB,KAUS,20,2018-10-05,1
KLBB,KAXH,13,2018-11-14,1
KLBB,KBKD,20,2018-05-15,1
KLBB,KCPT,21,2018-12-13,1
KLBB,KDAL,23,2018-12-21,4
KLBB,KDBQ,22,2018-01-30,1
KLBB,KDFW,17,2018-12-11,1
KLBB,KDHT,22,2018-01-31,2
KLBB,KDYS,17,2018-02-06,2
KLBB,KGGG,13,2018-05-15,1
KLBB,KGKY,18,2018-12-09,1
KLBB,KGPM,19,2018-07-08,1
KLBB,KHOU,12,2018-11-14,1
KLBB,KIWS,15,2018-05-16,1
KLBB,KLLN,23,2018-05-29,1
KLBB,KMAF,02,2018-02-14,1
KLBB,KMCO,19,2018-01-31,1
KLBB,KOKC,21,2018-12-09,1
KLBB,KOMA,16,2018-06-18,1
KLBB,KOUN,18,2018-09-07,1
KLBB,KROW,04,2018-02-14,1
KLBB,KSAN,13,2018-10-02,1
KLBB,KSEE,01,2018-02-14,1
KLBB,KSQL,21,2018-01-07,1
KLBB,KT27,13,2018-09-07,1
KLBB,KTIK,15,2018-04-28,1
KLBB,KTKI,22,2018-05-02,2
KLBB,NM03,12,2018-08-01,2
KLBB,TS21,20,2018-11-14,1
KLBB,TX05,18,2018-06-28,1
KLBE,0VA5,12,2018-12-11,1
KLBE,KCXY,18,2018-12-09,1
KLBE,KDAL,00,2018-10-18,1
KLBE,KESN,20,2018-02-14,1
KLBE,KIAD,14,2018-12-26,1
KLBE,KIMM,18,2018-10-18,1
KLBE,KJST,13,2018-12-09,3
KLBE,KMTN,11,2018-12-09,1
KLBE,KPHL,18,2018-04-26,1
KLBE,OH24,10,2018-10-02,1
KLBF,KSNA,12,2018-06-12,1
KLBL,1MO2,19,2018-10-02,1
KLBL,K19S,13,2018-02-14,1
KLBL,K3K8,21,2018-09-21,2
KLBL,KADS,19,2018-01-29,1
KLBL,KAPA,21,2018-06-04,1
KLBL,KBUR,17,2018-10-05,1
KLBL,KCHD,13,2018-04-28,1
KLBL,KCOS,20,2018-01-13,1
KLBL,KDDC,21,2018-01-31,1
KLBL,KDFW,21,2018-05-04,1
KLBL,KDRO,17,2018-01-05,3
KLBL,KEHA,14,2018-08-01,1
KLBL,KFRI,12,2018-06-12,1
KLBL,KLAA,17,2018-05-03,1
KLBL,KLOM,17,2018-04-28,1
KLBL,KMKC,13,2018-12-11,1
KLBL,KMPR,12,2018-11-13,1
KLBL,KPWA,22,2018-02-06,1
KLBL,KSAT,11,2018-09-07,1
KLBL,KTDW,10,2018-10-02,1
KLBL,KVGT,14,2018-07-25,1
KLBL,MO64,19,2018-12-09,1
KLBL,OK54,23,2018-07-31,1
KLBL,SN28,05,2018-08-01,1
KLBL,SN76,14,2018-11-13,1
KLBL,SN94,21,2018-08-01,1
KLBR,KADS,22,2018-12-21,1
KLCI,VA71,14,2018-08-12,1
KLCQ,FL03,01,2018-12-24,1
KLCQ,K2A5,21,2018-01-27,1
KLCQ,KAVO,13,2018-05-03,1
KLCQ,KCTY,16,2018-04-28,1
KLCQ,KN57,15,2018-12-26,1
KLCQ,KOCF,12,2018-04-28,1
KLDJ,67VA,22,2018-10-17,1
KLDJ,6MI2,21,2018-05-21,1
KLDJ,6NJ8,16,2018-10-05,1
KLDJ,K39N,15,2018-12-09,1
KLDJ,K3C8,14,2018-10-05,1
KLDJ,KBLM,18,2018-08-12,2
KLDJ,KFRG,16,2018-04-01,1
KLDJ,KHPN,15,2018-01-29,1
KLDJ,KISP,13,2018-04-01,1
KLDJ,KLGA,15,2018-06-09,1
KLDJ,KLOM,23,2018-07-16,1
KLDJ,KMPO,17,2018-12-09,2
KLDJ,KN87,13,2018-11-14,1
KLDJ,KORF,15,2018-04-28,1
KLDJ,KPDK,22,2018-12-06,1
KLDJ,KVAY,16,2018-09-19,1
KLDJ,PA35,23,2018-07-10,1
KLEE,04FL,00,2018-10-02,1
KLEE,35FA,12,2018-06-27,1
KLEE,4NC7,18,2018-10-18,1
KLEE,58FD,16,2018-10-05,1
KLEE,5FA1,13,2018-10-05,1
KLEE,7AL7,22,2018-10-18,1
KLEE,FA18,00,2018-08-12,1
KLEE,FA83,17,2018-08-13,2
KLEE,FD33,13,2018-06-28,1
KLEE,FL47,18,2018-06-18,2
KLEE,KAPF,16,2018-04-11,1
KLEE,KBOW,13,2018-04-28,1
KLEE,KBUF,15,2018-10-05,1
KLEE,KDED,15,2018-04-28,1
KLEE,KFMY,20,2018-04-28,1
KLEE,KFXE,19,2018-04-28,1
KLEE,KMCO,12,2018-02-14,1
KLEE,KOPF,20,2018-12-09,1
KLEE,KORL,12,2018-06-18,2
KLEE,KSFB,15,2018-02-23,1
KLEE,KTPF,20,2018-02-14,1
KLEW,K8B5,21,2018-07-08,1
KLFI,KJYO,12,2018-08-13,1
KLFK,3TE0,16,2018-10-18,1
KLFK,62TX,22,2018-11-14,1
KLFK,KADS,16,2018-09-19,1
KLFK,KFTW,18,2018-12-09,1
KLFK,KGKY,12,2018-04-28,1
KLFK,KSAT,13,2018-04-27,1
KLFK,TA89,21,2018-06-28,1
KLFK,XA12,11,2018-09-19,1
KLGA,00NY,01,2018-12-13,1
KLGA,37PA,01,2018-10-07,1
KLGA,41NK,21,2018-11-28,1
KLGA,4NY1,18,2018-06-28,1
KLGA,CT52,21,2018-12-09,1
KLGA,K3C8,23,2018-07-08,2
KLGA,KACK,22,2018-08-12,1
KLGA,KADS,21,2018-04-29,2
KLGA,KBED,20,2018-06-12,2
KLGA,KBOS,19,2018-06-28,1
KLGA,KBUF,15,2018-06-09,1
KLGA,KBUR,15,2018-02-23,1
KLGA,KCDW,13,2018-08-13,1
KLGA,KDCA,15,2018-09-07,1
KLGA,KEWR,16,2018-08-12,1
KLGA,KFRG,15,2018-10-02,2
KLGA,KGWS,17,2018-09-20,1
KLGA,KHPN,15,2018-08-01,1
KLGA,KHWV,17,2018-10-05,1
KLGA,KILG,15,2018-05-03,1
KLGA,KINT,22,2018-01-09,1
KLGA,KOPF,21,2018-12-10,1
KLGA,KRDU,20,2018-01-29,1
KLGA,KSJC,17,2018-11-14,1
KLGA,KTEB,23,2018-10-10,3
KLGA,KVNY,16,2018-06-09,1
KLGA,NH15,19,2018-10-05,1
KLGB,0CA3,00,2018-10-05,1
KLGB,0CA9,15,2018-10-05,2
KLGB,1AZ2,19,2018-12-24,1
KLGB,2CA2,01,2018-06-13,1
KLGB,2CN8,19,2018-11-14,1
KLGB,5CL1,22,2018-10-26,1
KLGB,75TE,21,2018-07-22,1
KLGB,97CA,16,2018-07-05,1
KLGB,9CA0,17,2018-11-13,2
KLGB,9CL2,13,2018-10-03,1
KLGB,CA42,23,2018-07-30,1
KLGB,CA88,21,2018-12-21,1
KLGB,CL46,22,2018-11-15,1
KLGB,KAVX,17,2018-08-12,3
KLGB,KBFI,01,2018-10-02,1
KLGB,KBJC,15,2018-02-23,2
KLGB,KBNG,18,2018-04-28,2
KLGB,KCCB,23,2018-09-15,3
KLGB,KCHD,00,2018-01-29,1
KLGB,KCIC,12,2018-08-01,1
KLGB,KCMA,22,2018-08-01,2
KLGB,KCNO,22,2018-12-09,4
KLGB,KCRQ,23,2018-06-22,6
KLGB,KDVO,02,2018-06-18,1
KLGB,KELP,22,2018-10-03,2
KLGB,KF70,23,2018-05-17,1
KLGB,KFUL,14,2018-08-01,1
KLGB,KFXE,17,2018-07-08,1
KLGB,KHHR,18,2018-05-03,1
KLGB,KHND,22,2018-12-11,3
KLGB,KHWD,15,2018-12-13,1
KLGB,KIWA,18,2018-12-24,1
KLGB,KL35,22,2018-12-10,3
KLGB,KL94,02,2018-12-06,1
KLGB,KLAS,23,2018-04-15,4
KLGB,KMYF,04,2018-07-08,1
KLGB,KNUQ,21,2018-10-18,1
KLGB,KOAK,19,2018-02-23,2
KLGB,KOXR,22,2018-12-03,2
KLGB,KPOC,17,2018-05-16,2
KLGB,KRAL,15,2018-11-14,4
KLGB,KREI,21,2018-02-02,3
KLGB,KRIV,00,2018-02-14,1
KLGB,KSAN,14,2018-05-03,1
KLGB,KSBA,15,2018-08-12,6
KLGB,KSBP,06,2018-08-13,1
KLGB,KSDL,21,2018-12-13,1
KLGB,KSEA,05,2018-12-24,1
KLGB,KSEE,19,2018-04-28,1
KLGB,KSFO,22,2018-05-14,1
KLGB,KSJC,23,2018-09-06,1
KLGB,KSMO,00,2018-07-08,2
KLGB,KSMX,00,2018-12-11,1
KLGB,KSNA,22,2018-06-18,6
KLGB,KSNS,05,2018-08-12,1
KLGB,KTEB,18,2018-12-09,3
KLGB,KTEX,19,2018-12-21,1
KLGB,KTOA,00,2018-08-12,7
KLGB,KTUS,00,2018-04-27,1
KLGB,KU42,13,2018-10-05,1
KLGB,KUDD,16,2018-12-08,1
KLGB,KVCV,18,2018-01-19,1
KLGB,KVNY,22,2018-09-07,2
KLGB,KWHP,20,2018-08-01,2
KLGB,KWVI,22,2018-02-02,1
KLGB,OG13,21,2018-07-10,1
KLGB,WI09,20,2018-09-06,1
KLGD,KPSC,00,2018-06-28,1
KLHM,4CA7,17,2018-12-09,1
KLHM,9CL2,19,2018-08-12,2
KLHM,CL36,22,2018-09-07,1
KLHM,K1O2,22,2018-12-13,1
KLHM,KAUN,14,2018-08-12,2
KLHM,KBLU,23,2018-07-14,1
KLHM,KC83,23,2018-06-11,1
KLHM,KCCR,23,2018-12-12,1
KLHM,KCIC,18,2018-05-03,2
KLHM,KDWA,02,2018-04-28,1
KLHM,KGOO,19,2018-12-13,1
KLHM,KLVK,22,2018-12-11,2
KLHM,KMER,20,2018-01-29,2
KLHM,KMOD,19,2018-02-23,1
KLHM,KMYV,19,2018-12-11,2
KLHM,KO05,22,2018-12-03,1
KLHM,KO69,19,2018-12-13,1
KLHM,KOAK,20,2018-09-07,1
KLHM,KRBL,21,2018-02-18,1
KLHM,KRHV,18,2018-02-23,1
KLHM,KSAC,20,2018-04-09,4
KLHM,KTRK,20,2018-06-13,1
KLHX,KCOS,18,2018-04-04,2
KLIC,1CO8,18,2018-10-03,1
KLIC,KAPA,17,2018-06-11,2
KLIC,KBJC,06,2018-06-28,1
KLIC,KCOS,16,2018-08-01,1
KLIC,KFMM,23,2018-07-30,1
KLIU,KFTW,12,2018-06-18,1
KLIU,KLBB,00,2018-10-05,1
KLLN,KF49,15,2018-08-13,1
KLMO,03CO,17,2018-08-12,1
KLMO,25CO,16,2018-10-18,1
KLMO,65CO,21,2018-08-12,1
KLMO,6CO4,22,2018-08-12,1
KLMO,8CO2,18,2018-10-17,1
KLMO,8CO7,19,2018-08-12,1
KLMO,92CO,14,2018-11-28,1
KLMO,CO12,14,2018-08-12,1
KLMO,K18V,16,2018-12-09,1
KLMO,KAPA,20,2018-08-12,5
KLMO,KBDU,00,2018-10-02,2
KLMO,KBJC,19,2018-07-08,5
KLMO,KC08,14,2018-11-15,1
KLMO,KCYS,17,2018-06-12,2
KLMO,KFNL,13,2018-07-08,1
KLMO,KLAR,15,2018-08-12,1
KLMO,WY05,21,2018-07-05,1
KLNA,06FA,16,2018-10-18,2
KLNA,FA69,17,2018-12-26,1
KLNA,FL41,16,2018-09-07,1
KLNA,KABQ,13,2018-04-30,1
KLNA,KAPF,18,2018-04-26,1
KLNA,KFXE,02,2018-10-17,3
KLNA,KHPN,12,2018-10-02,1
KLNA,KIMM,19,2018-10-18,1
KLNA,KPHK,15,2018-12-09,1
KLNA,KSGJ,08,2018-04-28,1
KLNA,KTLH,19,2018-06-12,1
KLNA,KTMB,23,2018-09-21,1
KLNA,KTTN,18,2018-05-02,1
KLNA,KZPH,16,2018-04-27,1
KLNC,37XS,16,2018-06-27,1
KLNC,K50F,13,2018-09-19,1
KLNC,K5C1,19,2018-12-24,1
KLNC,KADS,23,2018-12-21,1
KLNC,KGPM,19,2018-09-19,1
KLNC,KHQZ,22,2018-09-19,1
KLNC,KOSA,14,2018-08-01,1
KLNC,KRBD,16,2018-06-28,1
KLNC,XS40,14,2018-11-14,1
KLNN,KJYO,23,2018-02-22,1
KLNN,KTEB,03,2018-10-05,1
KLNR,09WI,14,2018-07-08,1
KLNR,39WI,15,2018-06-11,2
KLNR,KBUU,19,2018-04-28,1
KLNR,KDBQ,19,2018-02-14,1
KLNR,KEFT,14,2018-05-08,1
KLNR,KFCM,21,2018-06-11,1
KLNR,KFLD,14,2018-08-12,1
KLNR,KGEU,13,2018-06-27,1
KLNR,KMSN,14,2018-05-16,2
KLNR,KMWC,13,2018-04-27,1
KLNR,KPVB,14,2018-06-18,1
KLNR,WI09,17,2018-08-12,1
KLNR,WI81,19,2018-12-09,1
KLNR,WN46,16,2018-08-12,1
KLNS,14PS,21,2018-12-26,1
KLNS,4MI3,21,2018-07-06,1
KLNS,8MD5,21,2018-12-26,1
KLNS,KCON,20,2018-05-14,1
KLNS,KHYA,22,2018-02-23,1
KLNS,KLAN,20,2018-05-03,1
KLNS,KLNN,23,2018-05-14,1
KLNS,KLOM,00,2018-05-08,1
KLNS,KPBI,22,2018-12-23,1
KLNS,KRJD,23,2018-01-31,1
KLNS,KUKT,18,2018-12-09,1
KLNS,KUMP,02,2018-04-28,1
KLNS,KXLL,23,2018-07-06,1
KLNS,NJ84,20,2018-08-12,1
KLNS,PA73,17,2018-12-24,1
KLOM,0NJ5,19,2018-12-09,1
KLOM,0NK8,22,2018-10-05,1
KLOM,15MA,22,2018-08-12,1
KLOM,15NC,15,2018-07-14,1
KLOM,4VG2,20,2018-10-05,1
KLOM,5PA2,23,2018-06-09,1
KLOM,8PA3,13,2018-07-08,1
KLOM,K19N,15,2018-09-07,1
KLOM,KACY,15,2018-05-03,2
KLOM,KDXR,15,2018-04-01,1
KLOM,KFRG,13,2018-05-03,1
KLOM,KGAI,20,2018-06-09,1
KLOM,KHEF,22,2018-05-29,1
KLOM,KHGR,16,2018-11-14,1
KLOM,KHPN,16,2018-07-25,1
KLOM,KLNS,20,2018-12-26,2
KLOM,KLWM,09,2018-05-03,1
KLOM,KMMK,14,2018-12-13,1
KLOM,KMUI,02,2018-05-16,1
KLOM,KNEL,15,2018-04-01,2
KLOM,KNHZ,16,2018-10-05,1
KLOM,KOWD,11,2018-10-05,1
KLOM,KPTK,20,2018-07-14,1
KLOM,KRJD,17,2018-02-14,1
KLOM,KSFZ,16,2018-06-28,1
KLOM,KSMQ,20,2018-02-14,1
KLOM,KUKT,13,2018-05-03,1
KLOM,KXMR,14,2018-02-14,1
KLOM,NC76,13,2018-10-18,1
KLOM,NJ20,23,2018-07-01,2
KLOM,PN71,22,2018-12-09,1
KLOM,PS38,21,2018-06-11,1
KLOM,PS82,23,2018-07-08,1
KLOT,3LL4,20,2018-11-14,1
KLOT,6LL0,15,2018-11-21,1
KLOT,IL78,14,2018-08-01,1
KLOT,K06C,22,2018-08-13,1
KLOT,KARR,13,2018-08-01,1
KLOT,KBMI,00,2018-02-14,1
KLOT,KCMX,15,2018-02-23,1
KLOT,KFTW,00,2018-06-27,1
KLOT,KIGQ,18,2018-10-17,1
KLOT,KIND,12,2018-05-03,1
KLOT,KJOT,19,2018-01-31,2
KLOT,KLSE,17,2018-07-08,1
KLOT,KPTK,16,2018-08-01,1
KLOT,KRFD,19,2018-02-14,2
KLOT,KSYR,20,2018-10-05,1
KLOT,KUNU,21,2018-07-25,1
KLOT,LL39,13,2018-10-18,1
KLOT,MU68,15,2018-11-14,1
KLOT,OI84,13,2018-10-02,1
KLOU,3IN6,14,2018-08-13,1
KLOU,3KY3,18,2018-07-08,1
KLOU,4MO4,14,2018-08-13,1
KLOU,58KY,14,2018-08-13,2
KLOU,59KY,23,2018-07-01,2
KLOU,6II4,22,2018-07-08,1
KLOU,6KY6,18,2018-08-01,1
KLOU,9IN2,22,2018-08-13,1
KLOU,II34,00,2018-08-12,1
KLOU,K10C,13,2018-08-13,1
KLOU,KMMI,16,2018-01-27,1
KLOU,KPWK,11,2018-04-01,1
KLOU,KRBD,16,2018-08-12,1
KLPC,KCMA,00,2018-12-09,1
KLPC,KSMX,00,2018-02-14,1
KLPC,KWJF,21,2018-09-07,1
KLQK,0GA2,21,2018-12-24,1
KLQK,5LL1,15,2018-12-10,1
KLQK,K18A,22,2018-12-26,1
KLRU,55NM,15,2018-05-30,1
KLRU,84NM,07,2018-12-10,1
KLRU,CL74,18,2018-10-10,1
KLRU,K5T6,23,2018-11-20,1
KLRU,KABQ,16,2018-02-13,6
KLRU,KAEG,15,2018-10-18,1
KLRU,KAPA,00,2018-12-09,1
KLRU,KAVQ,20,2018-05-03,1
KLRU,KE80,14,2018-10-02,1
KLRU,KE98,15,2018-09-12,2
KLRU,KELP,17,2018-10-02,3
KLRU,KGGG,18,2018-05-03,1
KLRU,KHRX,21,2018-10-04,1
KLRU,KIWA,19,2018-12-09,1
KLRU,KSBD,14,2018-01-29,1
KLRU,KTCS,16,2018-02-22,18
KLRU,KWSD,16,2018-05-16,1
KLRU,NM89,15,2018-07-11,1
KLRU,TX92,20,2018-07-06,1
KLSE,K06C,19,2018-07-08,1
KLSE,KATW,18,2018-05-03,1
KLSE,KDPA,17,2018-11-14,1
KLSE,KIND,13,2018-12-11,1
KLSN,CA67,23,2018-08-13,1
KLSN,KPAO,20,2018-08-12,1
KLSN,KSTS,18,2018-06-28,1
KLSN,KVCB,22,2018-09-17,1
KLTS,KOKC,23,2018-04-20,1
KLUD,4XS2,23,2018-11-28,1
KLUK,0GE0,18,2018-08-01,1
KLUK,KTEB,19,2018-08-01,2
KLUK,MI70,17,2018-07-25,1
KLVJ,KHRL,13,2018-09-07,1
KLVK,01CL,19,2018-06-22,1
KLVK,0WI7,19,2018-10-17,1
KLVK,13CL,20,2018-07-08,2
KLVK,4CA2,22,2018-09-07,1
KLVK,4CA7,16,2018-06-11,1
KLVK,52CN,01,2018-07-14,1
KLVK,59CA,23,2018-10-03,2
KLVK,5CL1,21,2018-08-12,1
KLVK,5CL3,15,2018-06-27,1
KLVK,65WA,23,2018-11-13,1
KLVK,9CL2,17,2018-08-01,1
KLVK,CA16,00,2018-08-12,2
KLVK,CA35,23,2018-10-26,1
KLVK,CA66,18,2018-10-05,1
KLVK,CN13,23,2018-08-17,1
KLVK,CN19,19,2018-08-12,2
KLVK,CN29,15,2018-08-12,1
KLVK,KAPC,00,2018-05-03,1
